0.019,0.000
0.038,0.000
0.056,0.000
0.075,0.000
0.094,0.000
0.113,0.000
0.131,0.000
0.150,0.000
0.169,0.000
0.188,0.000
0.207,0.000
0.225,0.000
0.244,0.000
0.263,0.000
0.282,0.000
0.301,0.000
0.319,0.000
0.338,0.000
0.357,0.001
0.376,0.001
0.394,0.001
0.413,0.001
0.432,0.001
0.451,0.001
0.470,0.001
0.488,0.001
0.507,0.001
0.526,0.001
0.545,0.001
0.564,0.001
0.582,0.001
0.601,0.001
0.620,0.002
0.639,0.002
0.657,0.002
0.676,0.002
0.695,0.002
0.714,0.002
0.733,0.002
0.751,0.002
0.770,0.002
0.789,0.002
0.808,0.003
0.826,0.003
0.845,0.003
0.864,0.003
0.883,0.003
0.902,0.003
0.920,0.003
0.939,0.003
0.958,0.003
0.977,0.004
0.996,0.004
1.014,0.004
1.033,0.004
1.052,0.004
1.071,0.004
1.090,0.004
1.108,0.005
1.127,0.005
1.146,0.005
1.165,0.005
1.183,0.005
1.202,0.005
1.221,0.005
1.240,0.006
1.259,0.006
1.277,0.006
1.296,0.006
1.315,0.006
1.334,0.006
1.352,0.007
1.371,0.007
1.390,0.007
1.409,0.007
1.428,0.007
1.446,0.007
1.465,0.008
1.484,0.008
1.503,0.008
1.522,0.008
1.540,0.008
1.559,0.009
1.578,0.009
1.597,0.009
1.615,0.009
1.634,0.009
1.653,0.010
1.672,0.010
1.691,0.010
1.709,0.010
1.728,0.010
1.747,0.011
1.766,0.011
1.785,0.011
1.803,0.011
1.822,0.011
1.841,0.012
1.860,0.012
1.878,0.012
1.897,0.012
1.916,0.012
1.935,0.013
1.954,0.013
1.972,0.013
1.991,0.013
2.010,0.014
2.029,0.014
2.047,0.014
2.066,0.014
2.085,0.014
2.104,0.015
2.123,0.015
2.141,0.015
2.160,0.015
2.179,0.016
2.198,0.016
2.217,0.016
2.235,0.016
2.254,0.017
2.273,0.017
2.292,0.017
2.310,0.017
2.329,0.018
2.348,0.018
2.367,0.018
2.386,0.018
2.404,0.019
2.423,0.019
2.442,0.019
2.461,0.019
2.480,0.020
2.498,0.020
2.517,0.020
2.536,0.020
2.555,0.021
2.573,0.021
2.592,0.021
2.611,0.021
2.630,0.022
2.649,0.022
2.667,0.022
2.686,0.022
2.705,0.023
2.724,0.023
2.742,0.023
2.761,0.023
2.780,0.024
2.799,0.024
2.818,0.024
2.836,0.025
2.855,0.025
2.874,0.025
2.893,0.025
2.912,0.026
2.930,0.026
2.949,0.026
2.968,0.026
2.987,0.027
3.005,0.027
3.024,0.027
3.043,0.028
3.062,0.028
3.081,0.028
3.099,0.028
3.118,0.029
3.137,0.029
3.156,0.029
3.175,0.029
3.193,0.030
3.212,0.030
3.231,0.030
3.250,0.031
3.268,0.031
3.287,0.031
3.306,0.031
3.325,0.032
3.344,0.032
3.362,0.032
3.381,0.033
3.400,0.033
3.419,0.033
3.437,0.033
3.456,0.034
3.475,0.034
3.494,0.034
3.513,0.035
3.531,0.035
3.550,0.035
3.569,0.035
3.588,0.036
3.607,0.036
3.625,0.036
3.644,0.037
3.663,0.037
3.682,0.037
3.700,0.037
3.719,0.038
3.738,0.038
3.757,0.038
3.776,0.039
3.794,0.039
3.813,0.039
3.832,0.040
3.851,0.040
3.869,0.040
3.888,0.040
3.907,0.041
3.926,0.041
3.945,0.041
3.963,0.042
3.982,0.042
4.001,0.042
4.020,0.042
4.039,0.043
4.057,0.043
4.076,0.043
4.095,0.044
4.114,0.044
4.132,0.044
4.151,0.044
4.170,0.045
4.189,0.045
4.208,0.045
4.226,0.046
4.245,0.046
4.264,0.046
4.283,0.047
4.302,0.047
4.320,0.047
4.339,0.047
4.358,0.048
4.377,0.048
4.395,0.048
4.414,0.049
4.433,0.049
4.452,0.049
4.471,0.049
4.489,0.050
4.508,0.050
4.527,0.050
4.546,0.051
4.564,0.051
4.583,0.051
4.602,0.051
4.621,0.052
4.640,0.052
4.658,0.052
4.677,0.053
4.696,0.053
4.715,0.053
4.734,0.053
4.752,0.054
4.771,0.054
4.790,0.054
4.809,0.055
4.827,0.055
4.846,0.055
4.865,0.055
4.884,0.056
4.903,0.056
4.921,0.056
4.940,0.057
4.959,0.057
4.978,0.057
4.997,0.057
5.015,0.058
5.034,0.058
5.053,0.058
5.072,0.059
5.090,0.059
5.109,0.059
5.128,0.059
5.147,0.060
5.166,0.060
5.184,0.060
5.203,0.060
5.222,0.061
5.241,0.061
5.259,0.061
5.278,0.062
5.297,0.062
5.316,0.062
5.335,0.062
5.353,0.063
5.372,0.063
5.391,0.063
5.410,0.063
5.429,0.064
5.447,0.064
5.466,0.064
5.485,0.065
5.504,0.065
5.522,0.065
5.541,0.065
5.560,0.066
5.579,0.066
5.598,0.066
5.616,0.066
5.635,0.067
5.654,0.067
5.673,0.067
5.692,0.067
5.710,0.068
5.729,0.068
5.748,0.068
5.767,0.068
5.785,0.069
5.804,0.069
5.823,0.069
5.842,0.069
5.861,0.070
5.879,0.070
5.898,0.070
5.917,0.070
5.936,0.071
5.954,0.071
5.973,0.071
5.992,0.071
6.011,0.072
6.030,0.072
6.048,0.072
6.067,0.072
6.086,0.073
6.105,0.073
6.124,0.073
6.142,0.073
6.161,0.074
6.180,0.074
6.199,0.074
6.217,0.074
6.236,0.075
6.255,0.075
6.274,0.075
6.293,0.075
6.311,0.076
6.330,0.076
6.349,0.076
6.368,0.076
6.387,0.076
6.405,0.077
6.424,0.077
6.443,0.077
6.462,0.077
6.480,0.078
6.499,0.078
6.518,0.078
6.537,0.078
6.556,0.078
6.574,0.079
6.593,0.079
6.612,0.079
6.631,0.079
6.649,0.080
6.668,0.080
6.687,0.080
6.706,0.080
6.725,0.080
6.743,0.081
6.762,0.081
6.781,0.081
6.800,0.081
6.819,0.081
6.837,0.082
6.856,0.082
6.875,0.082
6.894,0.082
6.912,0.082
6.931,0.083
6.950,0.083
6.969,0.083
6.988,0.083
7.006,0.083
7.025,0.084
7.044,0.084
7.063,0.084
7.082,0.084
7.100,0.084
7.119,0.085
7.138,0.085
7.157,0.085
7.175,0.085
7.194,0.085
7.213,0.085
7.232,0.086
7.251,0.086
7.269,0.086
7.288,0.086
7.307,0.086
7.326,0.086
7.344,0.087
7.363,0.087
7.382,0.087
7.401,0.087
7.420,0.087
7.438,0.087
7.457,0.088
7.476,0.088
7.495,0.088
7.514,0.088
7.532,0.088
7.551,0.088
7.570,0.089
7.589,0.089
7.607,0.089
7.626,0.089
7.645,0.089
7.664,0.089
7.683,0.090
7.701,0.090
7.720,0.090
7.739,0.090
7.758,0.090
7.777,0.090
7.795,0.090
7.814,0.091
7.833,0.091
7.852,0.091
7.870,0.091
7.889,0.091
7.908,0.091
7.927,0.091
7.946,0.091
7.964,0.092
7.983,0.092
8.002,0.092
8.021,0.092
8.039,0.092
8.058,0.092
8.077,0.092
8.096,0.092
8.115,0.093
8.133,0.093
8.152,0.093
8.171,0.093
8.190,0.093
8.209,0.093
8.227,0.093
8.246,0.093
8.265,0.093
8.284,0.094
8.302,0.094
8.321,0.094
8.340,0.094
8.359,0.094
8.378,0.094
8.396,0.094
8.415,0.094
8.434,0.094
8.453,0.094
8.472,0.095
8.490,0.095
8.509,0.095
8.528,0.095
8.547,0.095
8.565,0.095
8.584,0.095
8.603,0.095
8.622,0.095
8.641,0.095
8.659,0.095
8.678,0.095
8.697,0.096
8.716,0.096
8.734,0.096
8.753,0.096
8.772,0.096
8.791,0.096
8.810,0.096
8.828,0.096
8.847,0.096
8.866,0.096
8.885,0.096
8.904,0.096
8.922,0.096
8.941,0.096
8.960,0.096
8.979,0.096
8.997,0.097
9.016,0.097
9.035,0.097
9.054,0.097
9.073,0.097
9.091,0.097
9.110,0.097
9.129,0.097
9.148,0.097
9.167,0.097
9.185,0.097
9.204,0.097
9.223,0.097
9.242,0.097
9.260,0.097
9.279,0.097
9.298,0.097
9.317,0.097
9.336,0.097
9.354,0.097
9.373,0.097
9.392,0.097
9.411,0.097
9.429,0.097
9.448,0.097
9.467,0.097
9.486,0.097
9.505,0.097
9.523,0.097
9.542,0.097
9.561,0.097
9.580,0.097
9.599,0.097
9.617,0.097
9.636,0.097
9.655,0.097
9.674,0.097
9.692,0.097
9.711,0.097
9.730,0.097
9.749,0.097
9.768,0.097
9.786,0.097
9.805,0.097
9.824,0.097
9.843,0.097
9.862,0.097
9.880,0.097
9.899,0.097
9.918,0.097
9.937,0.097
9.955,0.097
9.974,0.097
9.993,0.097
10.012,0.097
10.031,0.097
10.049,0.097
10.068,0.097
10.087,0.097
10.106,0.097
10.124,0.097
10.143,0.097
10.162,0.097
10.181,0.097
10.200,0.097
10.218,0.097
10.237,0.097
10.256,0.097
10.275,0.097
10.293,0.096
10.312,0.096
10.331,0.096
10.350,0.096
10.369,0.096
10.387,0.096
10.406,0.096
10.425,0.096
10.444,0.096
10.463,0.096
10.481,0.096
10.500,0.096
10.519,0.096
10.538,0.096
10.556,0.096
10.575,0.096
10.594,0.095
10.613,0.095
10.632,0.095
10.650,0.095
10.669,0.095
10.688,0.095
10.707,0.095
10.726,0.095
10.744,0.095
10.763,0.095
10.782,0.095
10.801,0.095
10.819,0.094
10.838,0.094
10.857,0.094
10.876,0.094
10.895,0.094
10.913,0.094
10.932,0.094
10.951,0.094
10.970,0.094
10.988,0.094
11.007,0.094
11.026,0.093
11.045,0.093
11.064,0.093
11.082,0.093
11.101,0.093
11.120,0.093
11.139,0.093
11.158,0.093
11.176,0.093
11.195,0.092
11.214,0.092
11.233,0.092
11.251,0.092
11.270,0.092
11.289,0.092
11.308,0.092
11.327,0.092
11.345,0.091
11.364,0.091
11.383,0.091
11.402,0.091
11.421,0.091
11.439,0.091
11.458,0.091
11.477,0.090
11.496,0.090
11.514,0.090
11.533,0.090
11.552,0.090
11.571,0.090
11.590,0.090
11.608,0.089
11.627,0.089
11.646,0.089
11.665,0.089
11.683,0.089
11.702,0.089
11.721,0.089
11.740,0.088
11.759,0.088
11.777,0.088
11.796,0.088
11.815,0.088
11.834,0.088
11.853,0.087
11.871,0.087
11.890,0.087
11.909,0.087
11.928,0.087
11.946,0.087
11.965,0.086
11.984,0.086
12.003,0.086
12.022,0.086
12.040,0.086
12.059,0.086
12.078,0.085
12.097,0.085
12.116,0.085
12.134,0.085
12.153,0.085
12.172,0.084
12.191,0.084
12.209,0.084
12.228,0.084
12.247,0.084
12.266,0.083
12.285,0.083
12.303,0.083
12.322,0.083
12.341,0.083
12.360,0.082
12.378,0.082
12.397,0.082
12.416,0.082
12.435,0.082
12.454,0.081
12.472,0.081
12.491,0.081
12.510,0.081
12.529,0.081
12.548,0.080
12.566,0.080
12.585,0.080
12.604,0.080
12.623,0.080
12.641,0.079
12.660,0.079
12.679,0.079
12.698,0.079
12.717,0.079
12.735,0.078
12.754,0.078
12.773,0.078
12.792,0.078
12.811,0.077
12.829,0.077
12.848,0.077
12.867,0.077
12.886,0.077
12.904,0.076
12.923,0.076
12.942,0.076
12.961,0.076
12.980,0.075
12.998,0.075
13.017,0.075
13.036,0.075
13.055,0.074
13.073,0.074
13.092,0.074
13.111,0.074
13.130,0.074
13.149,0.073
13.167,0.073
13.186,0.073
13.205,0.073
13.224,0.072
13.243,0.072
13.261,0.072
13.280,0.072
13.299,0.071
13.318,0.071
13.336,0.071
13.355,0.071
13.374,0.070
13.393,0.070
13.412,0.070
13.430,0.070
13.449,0.069
13.468,0.069
13.487,0.069
13.506,0.069
13.524,0.068
13.543,0.068
13.562,0.068
13.581,0.068
13.599,0.067
13.618,0.067
13.637,0.067
13.656,0.066
13.675,0.066
13.693,0.066
13.712,0.066
13.731,0.065
13.750,0.065
13.768,0.065
13.787,0.065
13.806,0.064
13.825,0.064
13.844,0.064
13.862,0.064
13.881,0.063
13.900,0.063
13.919,0.063
13.938,0.062
13.956,0.062
13.975,0.062
13.994,0.062
14.013,0.061
14.031,0.061
14.050,0.061
14.069,0.061
14.088,0.060
14.107,0.060
14.125,0.060
14.144,0.059
14.163,0.059
14.182,0.059
14.201,0.059
14.219,0.058
14.238,0.058
14.257,0.058
14.276,0.057
14.294,0.057
14.313,0.057
14.332,0.057
14.351,0.056
14.370,0.056
14.388,0.056
14.407,0.056
14.426,0.055
14.445,0.055
14.463,0.055
14.482,0.054
14.501,0.054
14.520,0.054
14.539,0.054
14.557,0.053
14.576,0.053
14.595,0.053
14.614,0.052
14.633,0.052
14.651,0.052
14.670,0.051
14.689,0.051
14.708,0.051
14.726,0.051
14.745,0.050
14.764,0.050
14.783,0.050
14.802,0.049
14.820,0.049
14.839,0.049
14.858,0.049
14.877,0.048
14.895,0.048
14.914,0.048
14.933,0.047
14.952,0.047
14.971,0.047
14.989,0.047
15.008,0.046
15.027,0.046
15.046,0.046
15.065,0.045
15.083,0.045
15.102,0.045
15.121,0.045
15.140,0.044
15.158,0.044
15.177,0.044
15.196,0.043
15.215,0.043
15.234,0.043
15.252,0.042
15.271,0.042
15.290,0.042
15.309,0.042
15.328,0.041
15.346,0.041
15.365,0.041
15.384,0.040
15.403,0.040
15.421,0.040
15.440,0.040
15.459,0.039
15.478,0.039
15.497,0.039
15.515,0.038
15.534,0.038
15.553,0.038
15.572,0.037
15.590,0.037
15.609,0.037
15.628,0.037
15.647,0.036
15.666,0.036
15.684,0.036
15.703,0.035
15.722,0.035
15.741,0.035
15.760,0.035
15.778,0.034
15.797,0.034
15.816,0.034
15.835,0.033
15.853,0.033
15.872,0.033
15.891,0.033
15.910,0.032
15.929,0.032
15.947,0.032
15.966,0.031
15.985,0.031
16.004,0.031
16.023,0.031
16.041,0.030
16.060,0.030
16.079,0.030
16.098,0.029
16.116,0.029
16.135,0.029
16.154,0.029
16.173,0.028
16.192,0.028
16.210,0.028
16.229,0.027
16.248,0.027
16.267,0.027
16.285,0.027
16.304,0.026
16.323,0.026
16.342,0.026
16.361,0.026
16.379,0.025
16.398,0.025
16.417,0.025
16.436,0.024
16.455,0.024
16.473,0.024
16.492,0.024
16.511,0.023
16.530,0.023
16.548,0.023
16.567,0.023
16.586,0.022
16.605,0.022
16.624,0.022
16.642,0.022
16.661,0.021
16.680,0.021
16.699,0.021
16.718,0.020
16.736,0.020
16.755,0.020
16.774,0.020
16.793,0.019
16.811,0.019
16.830,0.019
16.849,0.019
16.868,0.018
16.887,0.018
16.905,0.018
16.924,0.018
16.943,0.017
16.962,0.017
16.980,0.017
16.999,0.017
17.018,0.016
17.037,0.016
17.056,0.016
17.074,0.016
17.093,0.015
17.112,0.015
17.131,0.015
17.150,0.015
17.168,0.015
17.187,0.014
17.206,0.014
17.225,0.014
17.243,0.014
17.262,0.013
17.281,0.013
17.300,0.013
17.319,0.013
17.337,0.013
17.356,0.012
17.375,0.012
17.394,0.012
17.413,0.012
17.431,0.011
17.450,0.011
17.469,0.011
17.488,0.011
17.506,0.011
17.525,0.010
17.544,0.010
17.563,0.010
17.582,0.010
17.600,0.010
17.619,0.009
17.638,0.009
17.657,0.009
17.675,0.009
17.694,0.009
17.713,0.008
17.732,0.008
17.751,0.008
17.769,0.008
17.788,0.008
17.807,0.007
17.826,0.007
17.845,0.007
17.863,0.007
17.882,0.007
17.901,0.007
17.920,0.006
17.938,0.006
17.957,0.006
17.976,0.006
17.995,0.006
18.014,0.005
18.032,0.005
18.051,0.005
18.070,0.005
18.089,0.005
18.108,0.005
18.126,0.005
18.145,0.004
18.164,0.004
18.183,0.004
18.201,0.004
18.220,0.004
18.239,0.004
18.258,0.003
18.277,0.003
18.295,0.003
18.314,0.003
18.333,0.003
18.352,0.003
18.370,0.003
18.389,0.003
18.408,0.002
18.427,0.002
18.446,0.002
18.464,0.002
18.483,0.002
18.502,0.002
18.521,0.002
18.540,0.002
18.558,0.001
18.577,0.001
18.596,0.001
18.615,0.001
18.633,0.001
18.652,0.001
18.671,0.001
18.690,0.001
18.709,0.001
18.727,0.001
18.746,0.000
18.765,0.000
18.784,0.000
